NAMA,PAKET,HARGA,DESKRIPSI_FASILITAS,ALAMAT,KOTA,LATITUDE,LONGITUDE
Adji Wedding,Paket A3,IDR 35.250.000,"Catering untuk 150 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orangFoto & Video Liputan Akad serta resepsi, 2 Album Kolase, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 3 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60244",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A4,IDR 37.500.000,"Catering untuk 150 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orangFoto & Video Liputan Akad serta resepsi, 2 Album Kolase, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 3 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60245",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A5,IDR 40.250.000,"Catering untuk 200 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orangFoto & Video Liputan Akad serta resepsi, 2 Album Kolase, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 3 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60246",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A6,IDR 42.000.000,"Catering untuk 200 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orangFoto & Video Liputan Akad serta resepsi, Foto + 2 Album Kolase 25x30, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 4 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers, Handbucket, Gate Lengkung","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60247",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A7,IDR 45.250.000,"Catering untuk 250 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orangFoto & Video Liputan Akad serta resepsi, Foto + 2 Album Kolase 30x40, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 4 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers, Handbucket, Gate Lengkung","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60248",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A8,IDR 47.000.000,"Catering untuk 300 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orang, Paket Prewedding, Foto & Video Liputan Akad serta resepsi, Foto + 2 Album Kolase 30x40, 1 Album Kolase 20x30, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 4 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers, Handbucket, Gate Lengkung","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60249",Surabaya,-7.298792,112.732136
Adji Wedding,Paket A9,IDR 50.250.000,"Catering untuk 500 orang, Rias&baju pengantin Akad 1, resepsi 3,Kalung Melati, Rias&baju Ibu Hajat dan Ibu Besan, Baju Bapak Hajat dan Besan, Rias&baju Penjaga buku tamu 4 orang, Rias&baju Among tamu 4 orang, Paket Prewedding, Foto & Video Liputan Akad serta resepsi, Foto + 2 Album Kolase 30x40, 1 Album Kolase 20x30, 1 Foto 16R + Frame, DVD Video Liputan, CD Soft fIle, Tenda VIP 5 Slayer, Dekorasi Pelaminan,Meja Tamu dan rangkaian bunga, Gazebo Masuk, Karpet Jalan, Taman pelaminan, Janur Kuning 2 Buah, Buku Tamu + Bolpoin 2, Backdrop kain penerima tamu, Standing Flowers, Handbucket, Gate Lengkung, Seserahan 8 box (50k/box)","34, Jl. Joyoboyo No.36, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60250",Surabaya,-7.298792,112.732136
Evi Wedding,Paket EvA,IDR 15.000.000,"Make Up dan Busana Akad serta resepsi Pengantin 2 Pasang Busana,  Rias Make Up dan Busana Ibu Pengantin 2 orang, Rias Make Up dan Busana Penjaga buku tamu 2 Orang, Rias Make Up, Busana Bapak Pengantin 2, Dekorasi Pelaminan 4m 1 Set, Dekorasi Miniatur Taman 1 Set, Karpet Jalan 1 Set, Dekorasi Standing Flower 4 pcs, Kotak Angpau 2 pcs, Pergola Gerbang Pintu Masuk 1 Set, Foto 1 Album Kolase, Pigura, File DVD, Video Shooting + DVD, Janur Kuning 1 pcs,  Buku Tamu+Spidol 2 pcs, Bunga Meja Tamu 2 pcs, Kalung Melati Pengantin Pria 1 pcs, handbucket","Kedungpring Gg. 1 No.14, Jampirogo, Kec. Sooko, Mojokerto, Jawa Timur 61361",Mojokerto,-7.505225,112.420017
Evi Wedding,Paket EvB,IDR 17.000.000,"Make Up dan Busana Akad serta resepsi Pengantin 2 Pasang Busana,  Rias Make Up dan Busana Ibu Pengantin 2 orang, Rias Make Up dan Busana Penjaga buku tamu 2 Orang,  Busana Bapak Pengantin 2, Rias & makeup keluarga 2, Dekorasi Pelaminan 4m 1 Set, Dekorasi Miniatur Taman 1 Set, Karpet Jalan 1 Set, Dekorasi Standing Flower 4 pcs, Kotak Angpau 2 pcs, Pergola Gerbang Pintu Masuk 1 Set, Foto 1 Album Kolase, Pigura, File DVD, Video Shooting + DVD, Janur Kuning 1 pcs,  Buku Tamu+Spidol 2 pcs, Bunga Meja Tamu 2 pcs, Kalung Melati Pengantin Pria 1 pcs, handbucket, Kipas Blower 1, Meja & Kursi Ijab, Menu Buffet 100 porsi","Kedungpring Gg. 1 No.14, Jampirogo, Kec. Sooko, Mojokerto, Jawa Timur 61362",Mojokerto,-7.505225,112.420017
Evi Wedding,Paket EvC,IDR 19.000.000,"Make Up dan Busana Akad serta resepsi Pengantin 2 Pasang Busana,  Rias Make Up dan Busana Ibu Pengantin 2 orang, Rias Make Up dan Busana Penjaga buku tamu 2 Orang,  Busana Bapak Pengantin 2, Rias & makeup keluarga 2, Dekorasi Pelaminan 6m 1 Set, Dekorasi Miniatur Taman 1 Set, Karpet Jalan 1 Set, Dekorasi Standing Flower 4 pcs, Kotak Angpau 2 pcs, Pergola Gerbang Pintu Masuk 1 Set, Foto 1 Album Kolase, Pigura, File DVD, Video Shooting + DVD, Janur Kuning 1 pcs,  Buku Tamu+Spidol 2 pcs, Bunga Meja Tamu 2 pcs, Kalung Melati Pengantin Pria 1 pcs, handbucket, Kipas Blower 1, Meja & Kursi Ijab, MC, Menu Buffet 100 porsi","Kedungpring Gg. 1 No.14, Jampirogo, Kec. Sooko, Mojokerto, Jawa Timur 61363",Mojokerto,-7.505225,112.420017
Evi Wedding,Paket EvD,IDR 21.000.000,"Make Up dan Busana Akad serta resepsi Pengantin 2 Pasang Busana,  Make Up dan Busana Ibu Pengantin 2 orang, Make Up dan Busana Penjaga buku tamu 2 Orang, Busana Bapak Pengantin 2, makeup dan busana keluarga 2, Makeup dan busana among tamu 2 orang, Dekorasi Pelaminan 6m 1 Set, Dekorasi Miniatur Taman 1 Set, Karpet Jalan 1 Set, Dekorasi Standing Flower 4 pcs, Kotak Angpau 2 pcs, Pergola Gerbang Pintu Masuk 1 Set, Foto 1 Album Kolase, Pigura, File DVD, Video Shooting + DVD, Janur Kuning 1 pcs,  Buku Tamu+Spidol 2 pcs, Bunga Meja Tamu 2 pcs, Kalung Melati Pengantin Pria 1 pcs, handbucket, Kipas Blower 1, karpet, Meja & Kursi Ijab, MC, Menu Buffet 200 porsi","Kedungpring Gg. 1 No.14, Jampirogo, Kec. Sooko, Mojokerto, Jawa Timur 61364",Mojokerto,-7.505225,112.420017
Evi Wedding,Paket EvE,IDR 23.000.000,"Make Up dan Busana Akad serta resepsi Pengantin 2 Pasang Busana,  Make Up dan Busana Ibu Pengantin 2 orang, Make Up dan Busana Penjaga buku tamu 2 Orang, Busana Bapak Pengantin 2, makeup dan busana keluarga 2, Makeup dan busana among tamu 2 orang, Dekorasi Pelaminan 6m 1 Set, Dekorasi Miniatur Taman 1 Set, Karpet Jalan 1 Set, Dekorasi Standing Flower 4 pcs, Kotak Angpau 2 pcs, Pergola Gerbang Pintu Masuk 1 Set, Foto 1 Album Kolase, Pigura, File DVD, Video Shooting + DVD, Janur Kuning 1 pcs,  Buku Tamu+Spidol 2 pcs, Bunga Meja Tamu 2 pcs, Kalung Melati Pengantin Pria 1 pcs, handbucket, Kipas Blower 1, karpet, Meja & Kursi Ijab, MC, Menu Buffet 200 porsi, Organ tunggal + 1 penyanyi","Kedungpring Gg. 1 No.14, Jampirogo, Kec. Sooko, Mojokerto, Jawa Timur 61365",Mojokerto,-7.505225,112.420017
Aroosa Wedding,Paket Aro 1,IDR 20.000.000,"Buffet Menu (200pax),  Dekorasi Bunga Artificial 5m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, MC, Organ tunggal, Handbucket","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60243",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 2,IDR 22.200.000,"Buffet Menu (250pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Foto + 1 Album Kolase 20x30,  MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1, Seserahan 7 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60244",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 3,IDR 24.800.000,"Buffet Menu (300pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi),  Foto + 1 Album Kolase 20x30, MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower , Seserahan 8 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60245",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 4,IDR 26.500.000,"Buffet Menu (320pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 8 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60246",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 5,IDR 28.600.000,"Buffet Menu (350pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, Shoot Unlimited  (DVD all file), MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 8 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60247",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 6,IDR 30.200.000,"Buffet Menu (380pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, Foto + 1 Album Kolase 30x40, Shoot Unlimited  (DVD all file), MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 8 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60248",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 7,IDR 33.000.000,"Buffet Menu (400pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 80 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang,  Rias + Busana Keluarga 2 orang,Foto ukuran 20 R 2 lembar+ Frame (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, Foto + 1 Album Kolase 30x40, Shoot Unlimited  (DVD all file), MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 10 box(40k/box)","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60249",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 8,IDR 34.000.000,"Buffet Menu (420pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 80 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang,  Rias + Busana Keluarga 2 orang,Foto ukuran 20 R 2 lembar+ Frame (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, Foto + 1 Album Kolase 30x40, Shoot Unlimited  (DVD all file), MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 10 box(40k/box), Melati Siraman, Siraman","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60250",Surabaya,-7.30466,112.734697
Aroosa Wedding,Paket Aro 9,IDR 36.200.000,"Buffet Menu (500pax),  Dekorasi Bunga Artificial 6m, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 100 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penjaga Buku Tamu 2 orang,  Rias + Busana Keluarga 2 orang,Foto ukuran 20 R 2 lembar+ Frame (setelah Foto Jadi), Foto + 1 Album Kolase 20x30, Foto + 1 Album Kolase 30x40, Shoot Unlimited  (DVD all file), MC, Organ tunggal, Handbucket, Lighting, Kipas Blower 1Karpet Jalan, Stand pot flower, MC Akad dan resepsi, Seserahan 10 box(40k/box), Melati Siraman, Siraman, Janur Kuning 2 buah","Jl. Wonokromo SS Baru No.2, Wonokromo, Kec. Wonokromo, Kota SBY, Jawa Timur 60251",Surabaya,-7.30466,112.734697
S'Mara Wedding,Paket Aster 1,IDR 9.800.000,"Buffet Menu (100pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 1, Tempat Souvenir, Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi)","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61232",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Aster 2,IDR 15.550.000,"Buffet Menu (200pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi)","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61233",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Aster 3,IDR 27.500.000,"Buffet Menu (400pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 100 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61234",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Akasia 1,IDR 10.400.000,"Buffet Menu (100pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Handbucket","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61235",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Akasia 2,IDR 23.600.000,"Buffet Menu (300pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 70 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61236",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Azalea 1,IDR 20.200.000,"Buffet Menu (250pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal, Handbucket","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61237",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Azalea 2,IDR 27.600.000,"Buffet Menu (350pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir, Souvenir 100 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal + penyanyi 1 orang, Wedding Tart 4 susun","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61238",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Anthurium 1,IDR 12.100.000,"Buffet Menu (100pax), Venue, Dekorasi Bunga Artificial, Buku tamu, Pundi Uang 2, Tempat Souvenir,Souvenir 50 pcs, Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Handbucket, Wedding Tart 3 Susun, Organ tunggal","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61239",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Anthurium 2,IDR 21.100.000,"Buffet Menu (220pax), Venue, Dekorasi Bunga Artificial, Buku tamu + Bolpoin 2, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan,  Rias + Busana Penjaga buku tamu 4 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal, Handbucket, Wedding Tart 5 Susun, MC","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61240",Sidoarjo,-7.451336,112.730642
S'Mara Wedding,Paket Anthurium 3,IDR 37.200.000,"Buffet Menu (400pax), Venue, Dekorasi Bunga Artificial, Buku tamu + Bolpoin 2, Pundi Uang 2, Tempat Souvenir, Souvenir 50 pcs,  Rias + Busana Akad dan resepsi pengantin 2 pasang, Rias + Busana Ibu hajat dan besan, Busana Bapak Hajat dan besan, Rias + Busana Penerima Buku Tamu 4 orang, Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), MC, Organ tunggal, Handbucket, Wedding Tart 5 Susun, MC, Free Dekor Kamar Pengantin","Jalan Bluru Permai, Perumahan Bluru Permai Blok DC #21, Dusun Bluru Kidul, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61241",Sidoarjo,-7.451336,112.730642
